"annee","libdip1","code_diplome","libdom","libdip2","libdip3","sexe","serieBac","regionEmploi","regionBac","repondant","statutReponse","boursier","etudeN6","etudeN18","etudeN30","poursuiteEtude","situationProN30","situationProN18","situationProN30r","situationProN18r","insertionN30","insertionN18","statutEmploiN30","statutEmploiN18","emploiStableN30","emploiStableN18","emploiPleinN30","emploiPleinN18","niveauEmploiN18","niveauEmploiN30","emploiSupIntN30","emploiSupIntN18","salaireEmploiN30","salaireEmploiN18","typeEmployeur","activiteEcoEmployeur","intituleEmploi"
2014,"Master",2220493,"DROIT, ECONOMIE, GESTION","DROIT PRIVE","DROIT PRIVE FONDAMENTAL ET SCIENCES CRIMINELLES","Femme","Équivalent ou étranger",NA,"Etranger",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"LP",2006206,NA,"COMMERCE","MANAGEMENT ET COMMERCIALISATION DES BIENS ET SERVICES IMMOBILIERS","Femme","Équivalent ou étranger","Alpes-Maritimes","Etranger",TRUE,"téléphone","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"Prof. libérale, indépendant,
chef d’entreprise, auto-entrepreneur","Prof. libérale, indépendant,
chef d’entreprise, auto-entrepreneur",TRUE,TRUE,TRUE,TRUE,"ingénieur ou cadre /cat. A","ingénieur ou cadre /cat. A",TRUE,TRUE,5500,5500,"Employeurs privés","Commerce, transports, hébergement et restauration","gérante"
2014,"Master",2214693,"DROIT, ECONOMIE, GESTION","DROIT INTERNATIONAL ET EUROPEEN","DROIT ET PRATIQUES DES AFFAIRES INTERNATIONALES","Femme","Équivalent ou étranger",NA,"Etranger",TRUE,"internet","Non Boursier","En doctorat (Master) / en Master (LP)","Non","Non",TRUE,"En emploi",NA,"En emploi",NA,TRUE,NA,"Prof. libérale, indépendant,
chef d’entreprise, auto-entrepreneur",NA,TRUE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,"Employeurs privés",NA,NA
2014,"LP",2006106,NA,"ACTIVITES ET TECHNIQUES DE COMMUNICATION","COMMUNICATION EVENEMENTIELLE","Femme","Professionel","Alpes-Maritimes","Hors PACA",TRUE,"internet","Non Boursier","Non","Non","Non",FALSE,"En emploi","En recherche d'emploi","En emploi","En recherche d'emploi",TRUE,FALSE,"CDD",NA,FALSE,NA,TRUE,NA,NA,"technicien ou agent de maîtrise / cat. B",TRUE,NA,1200,NA,"Associations","Santé humaine et action sociale","Chargée de mobilisation"
2014,"Master",2206024,"SCIENCES, TECHNOLOGIES, SANTE","INFORMATIQUE","BIOLOGIE,INFORMATIQUE ET MATHEMATIQUES (BIM)","Femme","Équivalent ou étranger",NA,"Etranger",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2206062,"SCIENCES, TECHNOLOGIES, SANTE","SCIENCES, TECHNOLOGIES, SANTE-INGENIERIE POUR LES SYSTEMES DE SANTE ET L'AUTONOMIE","SCIENCES DE LA DECISION","Homme","Équivalent ou étranger",NA,"Etranger",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2210317,"DROIT, ECONOMIE, GESTION","FINANCE COMPTABILITE","COMPTABILITE, CONTROLE, AUDIT","Femme","Littéraire","PACA hors
Alpes-Maritimes","PACA hors Alpes-Maritimes",TRUE,"téléphone","Non Boursier",NA,"Dans une autre formation","Non",TRUE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"Prof. libérale, indépendant,
chef d’entreprise, auto-entrepreneur","Prof. libérale, indépendant,
chef d’entreprise, auto-entrepreneur",TRUE,TRUE,TRUE,TRUE,"ingénieur ou cadre /cat. A","ingénieur ou cadre /cat. A",TRUE,TRUE,3500,3500,"Employeurs privés","Activités financières et d’assurance","Consultante"
2014,"Master",2216567,"ARTS, LETTRES, LANGUES","LANGUES ETRANGERES APPLIQUEES","TRADUCTION ET REDACTION D'ENTREPRISE","Femme","Équivalent ou étranger",NA,"Alpes-Maritimes",TRUE,"internet","Boursier",NA,NA,"En doctorat (Master) / en Master (LP)",NA,"Ne recherche pas d'emploi",NA,"Ne recherche pas d'emploi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2217017,"SCIENCES HUMAINES ET SOCIALES","TOURISME","HOTELLERIE INTERNATIONALE","Femme","Équivalent ou étranger",NA,"Etranger",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2202075,"SCIENCES, TECHNOLOGIES, SANTE","INFORMATIQUE","INFORMATIQUE, FONDEMENTS ET INGENIERIE (IFI)","Homme","Équivalent ou étranger",NA,"Etranger",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2226020,"SCIENCES, TECHNOLOGIES, SANTE","MATHEMATIQUES ET INTERACTIONS","MATHEMATIQUES PURES ET APPLIQUEES","Homme","Équivalent ou étranger",NA,"Etranger",TRUE,"téléphone","Boursier","En doctorat (Master) / en Master (LP)","En doctorat (Master) / en Master (LP)","En doctorat (Master) / en Master (LP)",TRUE,"Ne recherche pas d'emploi",NA,"Ne recherche pas d'emploi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"LP",2006426,NA,"SYSTEMES INFORMATIQUES ET LOGICIELS","ADMINISTRATION SYSTEME (ADMIN)","Homme","Équivalent ou étranger",NA,"Etranger",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2202081,"SCIENCES, TECHNOLOGIES, SANTE","INFORMATIQUE","SIGNAL POUR LA SANTE, LES TELECOMMUNICATIONS, L'IMAGE ET LE MULTIMEDIA (SSTIM)","Femme","Équivalent ou étranger",NA,"Etranger",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2215861,"SCIENCES HUMAINES ET SOCIALES","ENSEIGNEMENT, EDUCATION ET FORMATION (EEF)","ENSEIGNEMENT PRIMAIRE ET INTERVENTION EN MILIEU EDUCATIF","Homme","Économique et social","Alpes-Maritimes","Hors PACA",TRUE,"téléphone","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDD",TRUE,FALSE,TRUE,FALSE,"ouvrier ou employé / cat. C","ingénieur ou cadre /cat. A",TRUE,FALSE,2500,900,"Employeurs privés","Enseignement","PRINCIPAL de college "
2014,"Master",2202160,"SCIENCES, TECHNOLOGIES, SANTE","METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES (MIAGE)","SYSTEMES D'INFORMATION ET MANAGEMENT DU RISQUE (SIRIS)","Femme","Équivalent ou étranger","Alpes-Maritimes","Etranger",TRUE,"téléphone","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDI",TRUE,TRUE,TRUE,TRUE,"ingénieur ou cadre /cat. A","ingénieur ou cadre /cat. A",TRUE,TRUE,2200,2200,"Employeurs privés","Information et communication","Ingénieur en systemès d'information"
2014,"Master",2202075,"SCIENCES, TECHNOLOGIES, SANTE","INFORMATIQUE","INFORMATIQUE, FONDEMENTS ET INGENIERIE (IFI)","Homme","Équivalent ou étranger",NA,"Etranger",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2216583,"DROIT, ECONOMIE, GESTION","ADMINISTRATION DES ENTREPRISES","DIRECTION D'ENTREPRISES","Femme","Équivalent ou étranger","Alpes-Maritimes","Etranger",TRUE,"internet","Non Boursier","Non","En doctorat (Master) / en Master (LP)","Non",TRUE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","Contrat de professionnalisation",TRUE,FALSE,TRUE,TRUE,"technicien ou agent de maîtrise / cat. B","technicien ou agent de maîtrise / cat. B",TRUE,TRUE,1375,1375,"Employeurs privés","Activités spécialisées, scientifiques et techniques","chef de projet dans la logistique des essais clinique"
2014,"Master",2202075,"SCIENCES, TECHNOLOGIES, SANTE","INFORMATIQUE","INFORMATIQUE, FONDEMENTS ET INGENIERIE (IFI)","Homme","Équivalent ou étranger","Étranger","Etranger",TRUE,"internet","Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDD",TRUE,FALSE,TRUE,TRUE,"ingénieur ou cadre /cat. A","ingénieur ou cadre /cat. A",TRUE,TRUE,1200,1200,"Employeurs privés","Information et communication","Developpeur Java Junior"
2014,"Master",2202075,"SCIENCES, TECHNOLOGIES, SANTE","INFORMATIQUE","INFORMATIQUE, FONDEMENTS ET INGENIERIE (IFI)","Femme","Équivalent ou étranger",NA,"Etranger",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2214693,"DROIT, ECONOMIE, GESTION","DROIT INTERNATIONAL ET EUROPEEN","DROIT ET PRATIQUES DES AFFAIRES INTERNATIONALES","Homme","Équivalent ou étranger",NA,"Etranger",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2215138,"SCIENCES, TECHNOLOGIES, SANTE","SCIENCES DE LA TERRE ET DE L'ENVIRONNEMENT","GESTION DE PROJETS HYDRO-TECHNOLOGIQUES ET ENVIRONNEMENTAUX - HYDROPROTECH","Homme","Équivalent ou étranger",NA,"Etranger",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"LP",2006226,NA,"ELECTRICITE ET ELECTRONIQUE","ELECTROTECHNIQUE ET ENERGIES RENOUVELABLES","Homme","Scientifique",NA,"Hors PACA",TRUE,"internet","Non Boursier","Non","Non","Non",FALSE,"Ne recherche pas d'emploi","Ne recherche pas d'emploi","Ne recherche pas d'emploi","Ne recherche pas d'emploi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2202087,"SCIENCES, TECHNOLOGIES, SANTE","INFORMATIQUE","MOBIQUITE, BASES DE DONNEES ET INTEGRATION DE SYSTEMES (MBDS)","Femme","Équivalent ou étranger","Alpes-Maritimes","Etranger",TRUE,"internet","Non Boursier","Non","Non","Non",FALSE,"En emploi","En recherche d'emploi","En emploi","En recherche d'emploi",TRUE,FALSE,"CDI",NA,TRUE,NA,TRUE,NA,NA,"ingénieur ou cadre /cat. A",TRUE,NA,3000,NA,"Employeurs privés","Activités spécialisées, scientifiques et techniques","Développeuse informatique"
2014,"Master",2226020,"SCIENCES, TECHNOLOGIES, SANTE","MATHEMATIQUES ET INTERACTIONS","MATHEMATIQUES PURES ET APPLIQUEES","Homme","Équivalent ou étranger",NA,"Etranger",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2226020,"SCIENCES, TECHNOLOGIES, SANTE","MATHEMATIQUES ET INTERACTIONS","MATHEMATIQUES PURES ET APPLIQUEES","Homme","Équivalent ou étranger",NA,"Etranger",TRUE,"internet","Non Boursier","En doctorat (Master) / en Master (LP)","En doctorat (Master) / en Master (LP)","En doctorat (Master) / en Master (LP)",TRUE,"Ne recherche pas d'emploi",NA,"Ne recherche pas d'emploi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2226020,"SCIENCES, TECHNOLOGIES, SANTE","MATHEMATIQUES ET INTERACTIONS","MATHEMATIQUES PURES ET APPLIQUEES","Homme","Équivalent ou étranger",NA,"Etranger",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2226020,"SCIENCES, TECHNOLOGIES, SANTE","MATHEMATIQUES ET INTERACTIONS","MATHEMATIQUES PURES ET APPLIQUEES","Femme","Équivalent ou étranger",NA,"Etranger",TRUE,"internet","Non Boursier","Dans une autre formation","Non","En doctorat (Master) / en Master (LP)",TRUE,"En emploi",NA,"En emploi",NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2226020,"SCIENCES, TECHNOLOGIES, SANTE","MATHEMATIQUES ET INTERACTIONS","MATHEMATIQUES PURES ET APPLIQUEES","Homme","Équivalent ou étranger",NA,"Etranger",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2202087,"SCIENCES, TECHNOLOGIES, SANTE","INFORMATIQUE","MOBIQUITE, BASES DE DONNEES ET INTEGRATION DE SYSTEMES (MBDS)","Femme","Équivalent ou étranger",NA,"Etranger",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2216651,"DROIT, ECONOMIE, GESTION","DROIT, ECONOMIE, GESTION-INTERNATIONAL BUSINESS/AFFAIRES INTERNATIONALES","AFFAIRES ET MANAGEMENT INTERNATIONAL","Homme","Équivalent ou étranger","Étranger","Etranger",TRUE,"internet","Non Boursier","Non","Non","Non",FALSE,"En emploi","Ne recherche pas d'emploi","En emploi","Ne recherche pas d'emploi",TRUE,NA,"Prof. libérale, indépendant,
chef d’entreprise, auto-entrepreneur",NA,TRUE,NA,TRUE,NA,NA,"ouvrier ou employé / cat. C",FALSE,NA,NA,NA,"Employeurs privés","Commerce, transports, hébergement et restauration","Manager"
2014,"Master",2216583,"DROIT, ECONOMIE, GESTION","ADMINISTRATION DES ENTREPRISES","DIRECTION D'ENTREPRISES","Homme","Équivalent ou étranger","Alpes-Maritimes","Alpes-Maritimes",TRUE,"téléphone","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDI",TRUE,TRUE,TRUE,TRUE,"ingénieur ou cadre /cat. A","ingénieur ou cadre /cat. A",TRUE,TRUE,2700,2000,"Employeurs privés","Santé humaine et action sociale","Directeur"
2014,"Master",2214693,"DROIT, ECONOMIE, GESTION","DROIT INTERNATIONAL ET EUROPEEN","DROIT ET PRATIQUES DES AFFAIRES INTERNATIONALES","Homme","Équivalent ou étranger",NA,"Etranger",TRUE,"téléphone","Non Boursier","Non","Non","Non",FALSE,"En recherche d'emploi","En recherche d'emploi","En recherche d'emploi","En recherche d'emploi",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2216583,"DROIT, ECONOMIE, GESTION","ADMINISTRATION DES ENTREPRISES","DIRECTION D'ENTREPRISES","Femme","Équivalent ou étranger",NA,"Etranger",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2210329,"DROIT, ECONOMIE, GESTION","ORGANISATION DES FIRMES ET DES MARCHES, CONNAISSANCE ET INNOVATION","ECONOMIE ET MANAGEMENT DE L'ORGANISATION INDUSTRIELLE","Femme","Littéraire","PACA hors
Alpes-Maritimes","Hors PACA",TRUE,"internet","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDD","Intérimaire",FALSE,FALSE,TRUE,TRUE,"ingénieur ou cadre /cat. A","ingénieur ou cadre /cat. A",TRUE,TRUE,2400,2400,"Employeurs privés","Industries (manufacturières, extractives et autres)","Planificateur de production "
2014,"Master",2202075,"SCIENCES, TECHNOLOGIES, SANTE","INFORMATIQUE","INFORMATIQUE, FONDEMENTS ET INGENIERIE (IFI)","Femme","Équivalent ou étranger",NA,"Etranger",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2202075,"SCIENCES, TECHNOLOGIES, SANTE","INFORMATIQUE","INFORMATIQUE, FONDEMENTS ET INGENIERIE (IFI)","Homme","Équivalent ou étranger","Alpes-Maritimes","Etranger",TRUE,"internet",NA,NA,NA,"Non",NA,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDI",TRUE,TRUE,TRUE,NA,NA,"ingénieur ou cadre /cat. A",TRUE,NA,NA,NA,NA,NA,NA
2014,"Master",2221705,"SCIENCES, TECHNOLOGIES, SANTE","CHIMIE","MACROMOLECULES AROMES PARFUMS ENVIRONNEMENT (MAPE)","Femme","Équivalent ou étranger",NA,"Etranger",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2215860,"SCIENCES HUMAINES ET SOCIALES","ENSEIGNEMENT, EDUCATION ET FORMATION (EEF)","EDUCATION, VIE SCOLAIRE ET SITUATION DE HANDICAP","Femme","Équivalent ou étranger",NA,"Etranger",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2210328,"DROIT, ECONOMIE, GESTION","DROIT ECONOMIQUE ET DES AFFAIRES","JURISTE DU SPORT","Femme","Économique et social","Alpes-Maritimes","Alpes-Maritimes",TRUE,"internet","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDI",TRUE,TRUE,FALSE,FALSE,"technicien ou agent de maîtrise / cat. B",NA,NA,TRUE,1700,1700,"Employeurs privés","Autres activités de service","Juriste"
2014,"Master",2205902,"SCIENCES HUMAINES ET SOCIALES","PSYCHOLOGIE","PSYCHOLOGIE SOCIALE ET DU TRAVAIL ET INGENIERIE DES RESSOURCES HUMAINES","Homme","Scientifique","Alpes-Maritimes","Hors PACA",TRUE,"téléphone","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDI",TRUE,TRUE,FALSE,FALSE,"technicien ou agent de maîtrise / cat. B","technicien ou agent de maîtrise / cat. B",TRUE,TRUE,2000,2000,"Employeurs privés","Administration publique (hors enseignement)","Conseiller en évolution professionnelle "
2014,"Master",2217017,"SCIENCES HUMAINES ET SOCIALES","TOURISME","HOTELLERIE INTERNATIONALE","Femme","Équivalent ou étranger","Alpes-Maritimes","Etranger",TRUE,"téléphone","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDD","CDD",FALSE,FALSE,TRUE,TRUE,"ouvrier ou employé / cat. C","ouvrier ou employé / cat. C",FALSE,FALSE,1800,1800,"Employeurs privés","Commerce, transports, hébergement et restauration","Manouvreur de projets toursime d'affaires"
2014,"Master",2216652,"DROIT, ECONOMIE, GESTION","FINANCE COMPTABILITE","GESTION INTERNATIONALE DE FORTUNE","Homme","Équivalent ou étranger","Étranger","Etranger",TRUE,"téléphone","Non Boursier","Dans une autre formation","Non","Non",TRUE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDD","CDD",FALSE,FALSE,TRUE,TRUE,"technicien ou agent de maîtrise / cat. B","technicien ou agent de maîtrise / cat. B",TRUE,TRUE,2600,2000,"Employeurs privés","Activités financières et d’assurance","SPECIALISTE BACKOFFICE TITRE"
2014,"Master",2216652,"DROIT, ECONOMIE, GESTION","FINANCE COMPTABILITE","GESTION INTERNATIONALE DE FORTUNE","Homme","Équivalent ou étranger","Étranger","Etranger",FALSE,"Deuxième diplôme
(double diplôme)","Non Boursier","Dans une autre formation","Non","Non",TRUE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDD","CDD",FALSE,FALSE,TRUE,TRUE,"technicien ou agent de maîtrise / cat. B","technicien ou agent de maîtrise / cat. B",TRUE,TRUE,2600,2000,"Employeurs privés","Activités financières et d’assurance","SPECIALISTE BACKOFFICE TITRE"
2014,"Master",2210323,"DROIT, ECONOMIE, GESTION","MANAGEMENT","MANAGEMENT DE PROJETS INNOVANTS","Femme","Équivalent ou étranger","Alpes-Maritimes","Etranger",TRUE,"téléphone","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDI",TRUE,TRUE,TRUE,TRUE,"ingénieur ou cadre /cat. A","ingénieur ou cadre /cat. A",TRUE,TRUE,1700,1750,"Employeurs privés","Activités spécialisées, scientifiques et techniques","Project mangement"
2014,"Master",2210323,"DROIT, ECONOMIE, GESTION","MANAGEMENT","MANAGEMENT DE PROJETS INNOVANTS","Homme","Technique ou technologique","Alpes-Maritimes","Etranger",TRUE,"internet","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDI",TRUE,TRUE,TRUE,TRUE,"ingénieur ou cadre /cat. A","ingénieur ou cadre /cat. A",TRUE,TRUE,NA,NA,"Employeurs privés","Information et communication","Quality Process and Methodologies Engineer"
2014,"Master",2206086,"SCIENCES, TECHNOLOGIES, SANTE","SCIENCES DE LA TERRE ET DE L'ENVIRONNEMENT","PREHISTOIRE PALEO-ENVIRONNEMENT ET ARCHEOSCIENCES","Homme","Scientifique",NA,"PACA hors Alpes-Maritimes",TRUE,"internet","Non Boursier",NA,"En doctorat (Master) / en Master (LP)","Non",TRUE,"En emploi",NA,"En emploi",NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2211175,"ARTS, LETTRES, LANGUES","INFORMATION ET COMMUNICATION","COMMUNICATION ECOCITOYENNE, PATRIMOINE ET DEVOPPEMENT DURABLE (COMEDD)","Femme","Scientifique",NA,"Hors PACA",TRUE,"internet","Non Boursier","Non","Non","Non",FALSE,"En recherche d'emploi","En emploi","En recherche d'emploi","En emploi",FALSE,TRUE,NA,"CDD",NA,FALSE,NA,TRUE,"technicien ou agent de maîtrise / cat. B",NA,NA,TRUE,NA,2000,NA,NA,NA
2014,"Master",2202075,"SCIENCES, TECHNOLOGIES, SANTE","INFORMATIQUE","INFORMATIQUE, FONDEMENTS ET INGENIERIE (IFI)","Homme","Équivalent ou étranger",NA,"Etranger",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2221705,"SCIENCES, TECHNOLOGIES, SANTE","CHIMIE","MACROMOLECULES AROMES PARFUMS ENVIRONNEMENT (MAPE)","Homme","Équivalent ou étranger",NA,"Etranger",TRUE,"internet","Boursier","Non",NA,"En doctorat (Master) / en Master (LP)",NA,"Ne recherche pas d'emploi",NA,"Ne recherche pas d'emploi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"LP",2005847,NA,"MANAGEMENT DES ORGANISATIONS","ADMINISTRATION GENERALE DES PETITES ET MOYENNES ENTREPRISES/PETITES ET MOYENNES INDUSTRIES","Femme","Littéraire","Alpes-Maritimes","Hors PACA",TRUE,"téléphone","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDI",TRUE,TRUE,TRUE,TRUE,"ingénieur ou cadre /cat. A","ingénieur ou cadre /cat. A",TRUE,TRUE,4000,4000,"Employeurs privés","Commerce, transports, hébergement et restauration","responsable régionale"
2014,"Master",2210681,"DROIT, ECONOMIE, GESTION","DROIT PUBLIC","SANTE DES POPULATIONS","Femme","Scientifique","Alpes-Maritimes","PACA hors Alpes-Maritimes",TRUE,"téléphone","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"Fonctionnaire","Fonctionnaire",TRUE,TRUE,TRUE,TRUE,"ingénieur ou cadre /cat. A","ingénieur ou cadre /cat. A",TRUE,TRUE,2200,2100,"Fonction Publique","Enseignement","Enseignante certifiée médico technique"
2014,"Master",2210694,"DROIT, ECONOMIE, GESTION","DROIT INTERNATIONAL ET EUROPEEN","SECURITE INTERNATIONALE, DEFENSE, INTELLIGENCE ECONOMIQUE","Femme","Équivalent ou étranger",NA,"Etranger",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2212304,"SCIENCES, TECHNOLOGIES, SANTE","CHIMIE","FORMULATION-QUALITE (FOQUAL)","Femme","Équivalent ou étranger","PACA hors
Alpes-Maritimes","Etranger",TRUE,"internet","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDI",TRUE,TRUE,TRUE,TRUE,"technicien ou agent de maîtrise / cat. B","ingénieur ou cadre /cat. A",TRUE,TRUE,2550,2000,"Employeurs privés","Industries (manufacturières, extractives et autres)","Project Manager Key Account"
2014,"Master",2216651,"DROIT, ECONOMIE, GESTION","DROIT, ECONOMIE, GESTION-INTERNATIONAL BUSINESS/AFFAIRES INTERNATIONALES","AFFAIRES ET MANAGEMENT INTERNATIONAL","Femme","Équivalent ou étranger",NA,"Etranger",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2211176,"ARTS, LETTRES, LANGUES","INFORMATION ET COMMUNICATION","INGENIERIE DE LA CREATION MULTIMEDIA ET DIRECTION ARTISTIQUE DE PROJETS (ICM)","Homme","Équivalent ou étranger",NA,NA,TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2202075,"SCIENCES, TECHNOLOGIES, SANTE","INFORMATIQUE","INFORMATIQUE, FONDEMENTS ET INGENIERIE (IFI)","Homme","Équivalent ou étranger",NA,"Etranger",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
