"annee","libdip1","code_diplome","libdom","libdip2","libdip3","sexe","serieBac","regionEmploi","regionBac","repondant","statutReponse","boursier","etudeN6","etudeN18","etudeN30","poursuiteEtude","situationProN30","situationProN18","situationProN30r","situationProN18r","insertionN30","insertionN18","statutEmploiN30","statutEmploiN18","emploiStableN30","emploiStableN18","emploiPleinN30","emploiPleinN18","niveauEmploiN18","niveauEmploiN30","emploiSupIntN30","emploiSupIntN18","salaireEmploiN30","salaireEmploiN18","typeEmployeur","activiteEcoEmployeur","intituleEmploi"
2014,"Master",2205893,"SCIENCES HUMAINES ET SOCIALES","PSYCHOLOGIE","NEUROPSYCHOLOGIE ET PSYCHOLOGIE DU DEVELOPPEMENT","Femme","Littéraire",NA,"PACA hors Alpes-Maritimes",TRUE,"internet","Non Boursier","En doctorat (Master) / en Master (LP)","En doctorat (Master) / en Master (LP)","En doctorat (Master) / en Master (LP)",TRUE,"Ne recherche pas d'emploi",NA,"Ne recherche pas d'emploi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2215861,"SCIENCES HUMAINES ET SOCIALES","ENSEIGNEMENT, EDUCATION ET FORMATION (EEF)","ENSEIGNEMENT PRIMAIRE ET INTERVENTION EN MILIEU EDUCATIF","Femme","Littéraire",NA,"PACA hors Alpes-Maritimes",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2216933,"SCIENCES, TECHNOLOGIES, SANTE","SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES","METIERS DE L'ENSEIGNEMENT ET DE LA FORMATION EDUCATION PHYSIQUE ET SPORTIVE","Homme","Économique et social","Hors PACA","Alpes-Maritimes",TRUE,"téléphone","Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"Fonctionnaire","Fonctionnaire",TRUE,TRUE,TRUE,TRUE,"ingénieur ou cadre /cat. A","ingénieur ou cadre /cat. A",TRUE,TRUE,1800,1800,"Fonction Publique","Enseignement","Prosseur de EPS"
2014,"Master",2216063,"SCIENCES, TECHNOLOGIES, SANTE","MATHEMATIQUES ET INTERACTIONS","ENSEIGNEMENT","Homme","Scientifique",NA,"Alpes-Maritimes",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2225908,"DROIT, ECONOMIE, GESTION","ORGANISATION DES FIRMES ET DES MARCHES, CONNAISSANCE ET INNOVATION","ECONOMIE,COGNITION ET INNOVATION","Homme","Économique et social","Alpes-Maritimes","Alpes-Maritimes",TRUE,"internet","Boursier","Dans une autre formation",NA,"Non",TRUE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDI",TRUE,TRUE,TRUE,TRUE,"technicien ou agent de maîtrise / cat. B","technicien ou agent de maîtrise / cat. B",TRUE,TRUE,1920,1500,"Employeurs privés","Construction","Chargé d'affaire Construction"
2014,"Master",2214690,"DROIT, ECONOMIE, GESTION","DROIT ECONOMIQUE ET DES AFFAIRES","JURISTE DE BANQUE ET FINANCE","Homme","Technique ou technologique",NA,"Alpes-Maritimes",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2204213,"ARTS, LETTRES, LANGUES","LETTRES","DOCUMENTATION","Femme","Littéraire","Alpes-Maritimes","Alpes-Maritimes",TRUE,"internet","Non Boursier","Non","Non","Non",FALSE,"En emploi","En recherche d'emploi","En emploi","En recherche d'emploi",TRUE,FALSE,"CDD",NA,FALSE,NA,TRUE,NA,NA,"ouvrier ou employé / cat. C",FALSE,NA,1250,NA,"Associations","Enseignement","Secrétaire Pédagogique "
2014,"Master",2202176,"SCIENCES, TECHNOLOGIES, SANTE","METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES (MIAGE)","NOUVELLES TECHNOLOGIES ET DIRECTION DE PROJETS","Homme","Économique et social",NA,"Alpes-Maritimes",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2210790,"DROIT, ECONOMIE, GESTION","MANAGEMENT","MARKETING","Homme","Technique ou technologique",NA,"Alpes-Maritimes",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2206062,"SCIENCES, TECHNOLOGIES, SANTE","SCIENCES, TECHNOLOGIES, SANTE-INGENIERIE POUR LES SYSTEMES DE SANTE ET L'AUTONOMIE","SCIENCES DE LA DECISION","Homme","Technique ou technologique","Alpes-Maritimes","Alpes-Maritimes",TRUE,"internet","Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDI",TRUE,TRUE,TRUE,TRUE,"ingénieur ou cadre /cat. A","ingénieur ou cadre /cat. A",TRUE,TRUE,2200,2200,"Employeurs privés","Information et communication","Consultant informatique"
2014,"Master",2215861,"SCIENCES HUMAINES ET SOCIALES","ENSEIGNEMENT, EDUCATION ET FORMATION (EEF)","ENSEIGNEMENT PRIMAIRE ET INTERVENTION EN MILIEU EDUCATIF","Femme","Scientifique","PACA hors
Alpes-Maritimes","Alpes-Maritimes",TRUE,"téléphone",NA,"Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"Fonctionnaire","Fonctionnaire",TRUE,TRUE,TRUE,TRUE,"ingénieur ou cadre /cat. A","ingénieur ou cadre /cat. A",TRUE,TRUE,1760,1600,"Fonction Publique","Enseignement","professeur des ecoles "
2014,"Master",2215861,"SCIENCES HUMAINES ET SOCIALES","ENSEIGNEMENT, EDUCATION ET FORMATION (EEF)","ENSEIGNEMENT PRIMAIRE ET INTERVENTION EN MILIEU EDUCATIF","Homme","Littéraire","Alpes-Maritimes","Alpes-Maritimes",TRUE,"téléphone","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDI",TRUE,TRUE,TRUE,TRUE,"ouvrier ou employé / cat. C","ouvrier ou employé / cat. C",FALSE,FALSE,1800,1200,"Employeurs privés","Commerce, transports, hébergement et restauration","conducteur receveur"
2014,"LP",2003610,NA,"SYSTEMES INFORMATIQUES ET LOGICIELS","INFORMATIQUE DISTRIBUEE ET SYSTEME D'INFORMATION D'ENTREPRISE (IDSE)","Homme","Technique ou technologique","Alpes-Maritimes","Alpes-Maritimes",TRUE,"téléphone","Non Boursier","En doctorat (Master) / en Master (LP)","En doctorat (Master) / en Master (LP)","Non",TRUE,"En emploi","Ne recherche pas d'emploi","En emploi","Ne recherche pas d'emploi",TRUE,NA,"CDD",NA,FALSE,NA,TRUE,NA,NA,"technicien ou agent de maîtrise / cat. B",TRUE,NA,2500,NA,"Employeurs privés","Activités spécialisées, scientifiques et techniques","Développeur front junior"
2014,"Master",2205845,"SCIENCES HUMAINES ET SOCIALES","GEOGRAPHIE","GEOPROSPECTIVE,AMENAGEMENT ET DURABILITE DES TERRITOIRES","Homme","Économique et social","Hors PACA","Alpes-Maritimes",TRUE,"internet","Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDD",TRUE,FALSE,TRUE,TRUE,"ingénieur ou cadre /cat. A","technicien ou agent de maîtrise / cat. B",TRUE,TRUE,1850,2300,"Employeurs privés","Industries (manufacturières, extractives et autres)","Chargé d'études SIG"
2014,"Master",2204213,"ARTS, LETTRES, LANGUES","LETTRES","DOCUMENTATION","Femme","Économique et social","Alpes-Maritimes","Alpes-Maritimes",TRUE,"internet","Non Boursier","Non","Non","Non",FALSE,"En emploi","En recherche d'emploi","En emploi","En recherche d'emploi",TRUE,FALSE,"CDD",NA,FALSE,NA,TRUE,NA,NA,"ouvrier ou employé / cat. C",FALSE,NA,1242,NA,"Fonction Publique","Enseignement","Magasinière des bibliothèque"
2014,"Master",2216682,"DROIT, ECONOMIE, GESTION","ORGANISATION DES FIRMES ET DES MARCHES, CONNAISSANCE ET INNOVATION","ECONOMIE ET MANAGEMENT DES ORGANISATIONS ET DES RESSOURCES HUMAINES","Femme","Professionel","Alpes-Maritimes","Alpes-Maritimes",TRUE,"internet","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDD",TRUE,FALSE,TRUE,TRUE,"technicien ou agent de maîtrise / cat. B","technicien ou agent de maîtrise / cat. B",TRUE,TRUE,1600,1300,"Employeurs privés","Activités spécialisées, scientifiques et techniques","Chargée de recrutement"
2014,"Master",2213743,"SCIENCES, TECHNOLOGIES, SANTE","SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES","SCIENCES ET TECHNIQUES DU COACHING SPORTIF","Homme","Technique ou technologique","Alpes-Maritimes","Alpes-Maritimes",TRUE,"téléphone","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDD","CDD",FALSE,FALSE,TRUE,TRUE,"ouvrier ou employé / cat. C","ouvrier ou employé / cat. C",FALSE,FALSE,NA,NA,"Fonction Publique","Administration publique (hors enseignement)","Employé de mairie"
2014,"Master",2215861,"SCIENCES HUMAINES ET SOCIALES","ENSEIGNEMENT, EDUCATION ET FORMATION (EEF)","ENSEIGNEMENT PRIMAIRE ET INTERVENTION EN MILIEU EDUCATIF","Femme","Scientifique","Hors PACA","Alpes-Maritimes",TRUE,"internet","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"Fonctionnaire",NA,TRUE,NA,TRUE,NA,NA,"ingénieur ou cadre /cat. A",TRUE,NA,2400,NA,"Fonction Publique","Enseignement","Professeur des écoles "
2014,"Master",2205825,"SCIENCES HUMAINES ET SOCIALES","DIDACTIQUE DES LANGUES ET DES DISCIPLINES","DIDEM, DIDACTIQUE DES DISCIPLINES NON LINGUISTIQUES DANS LA ZONE EUROMEDITERRANEE","Femme","Économique et social",NA,"Alpes-Maritimes",TRUE,"internet","Boursier","Non","Dans une autre formation","Non",TRUE,"En recherche d'emploi","En emploi","En recherche d'emploi","En emploi",FALSE,TRUE,NA,"CDD",NA,FALSE,NA,TRUE,"ouvrier ou employé / cat. C",NA,NA,FALSE,NA,1200,NA,NA,NA
2014,"Master",2221708,"SCIENCES, TECHNOLOGIES, SANTE","MATERIAUX","PHYSIQUE DES MATERIAUX MECANIQUES ET MODELISATION NUMERIQUE","Homme","Scientifique",NA,"Alpes-Maritimes",TRUE,"téléphone",NA,"En doctorat (Master) / en Master (LP)","En doctorat (Master) / en Master (LP)","En doctorat (Master) / en Master (LP)",TRUE,"Ne recherche pas d'emploi",NA,"Ne recherche pas d'emploi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2216998,"ARTS, LETTRES, LANGUES","LANGUES ETRANGERES","ANGLAIS ENSEIGNEMENT","Femme","Littéraire",NA,"Alpes-Maritimes",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2211175,"ARTS, LETTRES, LANGUES","INFORMATION ET COMMUNICATION","COMMUNICATION ECOCITOYENNE, PATRIMOINE ET DEVOPPEMENT DURABLE (COMEDD)","Femme","Scientifique",NA,"Alpes-Maritimes",TRUE,"téléphone","Non Boursier","Non","Non","Non",FALSE,"En recherche d'emploi","En emploi","En recherche d'emploi","En emploi",FALSE,TRUE,NA,"Service civique",NA,FALSE,NA,TRUE,"technicien ou agent de maîtrise / cat. B",NA,NA,TRUE,NA,573,NA,NA,NA
2014,"LP",2002565,NA,"BIOTECHNOLOGIES","GENIE BIOLOGIQUE, MICROSCOPIE ET QUALITE","Femme","Technique ou technologique","Hors PACA","Alpes-Maritimes",TRUE,"internet","Non Boursier","Non","En doctorat (Master) / en Master (LP)","Non",TRUE,"En emploi","Ne recherche pas d'emploi","En emploi","Ne recherche pas d'emploi",TRUE,NA,"CDD",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,1675,NA,"Employeurs privés","Activités spécialisées, scientifiques et techniques","ATTACHEE RECHERCHE CLINIQUE"
2014,"Master",2202160,"SCIENCES, TECHNOLOGIES, SANTE","METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES (MIAGE)","SYSTEMES D'INFORMATION ET MANAGEMENT DU RISQUE (SIRIS)","Femme","Scientifique","Hors PACA","Alpes-Maritimes",TRUE,"internet","Non Boursier","Non","Non","Non",FALSE,"En emploi","En recherche d'emploi","En emploi","En recherche d'emploi",TRUE,FALSE,"CDI",NA,TRUE,NA,TRUE,NA,NA,"ingénieur ou cadre /cat. A",TRUE,NA,2400,NA,"Employeurs privés","Information et communication","Consultante Risques et Sécurité des SI"
2014,"Master",2214710,"DROIT, ECONOMIE, GESTION","DROIT PRIVE","DROIT DES ENTREPRISES EN DIFFICULTES","Femme","Économique et social",NA,"Alpes-Maritimes",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2205896,"SCIENCES HUMAINES ET SOCIALES","PSYCHOLOGIE","PSYCHOLOGIE CLINIQUE ET MEDIATION THERAPEUTIQUE PAR L'ART","Femme","Économique et social","Alpes-Maritimes","Alpes-Maritimes",TRUE,"internet","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDD",TRUE,FALSE,FALSE,FALSE,"ouvrier ou employé / cat. C","ingénieur ou cadre /cat. A",TRUE,FALSE,840,1000,"Associations","Santé humaine et action sociale","Psychologue "
2014,"Master",2213743,"SCIENCES, TECHNOLOGIES, SANTE","SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES","SCIENCES ET TECHNIQUES DU COACHING SPORTIF","Homme","Économique et social","Alpes-Maritimes","Alpes-Maritimes",TRUE,"téléphone","Non Boursier","Dans une autre formation","Non","Non",TRUE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"Prof. libérale, indépendant,
chef d’entreprise, auto-entrepreneur","Prof. libérale, indépendant,
chef d’entreprise, auto-entrepreneur",TRUE,TRUE,TRUE,TRUE,"ingénieur ou cadre /cat. A","ingénieur ou cadre /cat. A",TRUE,TRUE,NA,NA,"Employeurs privés","Commerce, transports, hébergement et restauration","GERANT D'UNE SARL"
2014,"Master",2216698,"DROIT, ECONOMIE, GESTION","TOURISME","E-TOURISME","Femme","Économique et social","Alpes-Maritimes","Alpes-Maritimes",TRUE,"téléphone","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDI",TRUE,TRUE,TRUE,FALSE,"ouvrier ou employé / cat. C","ouvrier ou employé / cat. C",FALSE,FALSE,1539,900,"Employeurs privés","Autres activités de service","Chargé d'affaire"
2014,"Master",2204213,"ARTS, LETTRES, LANGUES","LETTRES","DOCUMENTATION","Femme","Littéraire","Alpes-Maritimes","Alpes-Maritimes",TRUE,"internet","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDD","CDD",FALSE,FALSE,TRUE,FALSE,"technicien ou agent de maîtrise / cat. B","ouvrier ou employé / cat. C",FALSE,TRUE,1200,620,"Fonction Publique","Enseignement","Magasinière des bibliothèques"
2014,"Master",2214690,"DROIT, ECONOMIE, GESTION","DROIT ECONOMIQUE ET DES AFFAIRES","JURISTE DE BANQUE ET FINANCE","Homme","Économique et social",NA,"Alpes-Maritimes",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2205702,"DROIT, ECONOMIE, GESTION","DROIT PUBLIC","METIERS DE L'IMMOBILIER ET DE L'URBANISME","Homme","Scientifique",NA,"Alpes-Maritimes",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2215124,"DROIT, ECONOMIE, GESTION","FINANCE INTERNATIONALE ET ECONOMIE DE LA MONDIALISATION (FIEM)","STRATEGIE D'ENTREPRISE ET DEVELOPPEMENT INTERNATIONAL","Femme","Technique ou technologique","Étranger","Alpes-Maritimes",TRUE,"internet","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDI",TRUE,TRUE,TRUE,TRUE,"ingénieur ou cadre /cat. A","ingénieur ou cadre /cat. A",TRUE,TRUE,4000,5000,"Employeurs privés","Autres activités de service","Recruitment Specialist"
2014,"Master",2211466,"SCIENCES HUMAINES ET SOCIALES","PSYCHOLOGIE","PSYCHOLOGIE CLINIQUE ET GERONTOLOGIQUE","Femme","Économique et social",NA,"Alpes-Maritimes",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2221715,"SCIENCES, TECHNOLOGIES, SANTE","SCIENCES DE LA VIE ET DE LA SANTE","PHYSIOPATHOLOGIE, PHARMACOLOGIE ET NEUROBIOLOGIE","Homme","Scientifique","Hors PACA","Alpes-Maritimes",TRUE,"téléphone","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDI",TRUE,TRUE,TRUE,TRUE,"ouvrier ou employé / cat. C","ouvrier ou employé / cat. C",FALSE,FALSE,NA,NA,"Employeurs privés","Activités spécialisées, scientifiques et techniques","technicien de production biologie "
2014,"Master",2206061,"SCIENCES, TECHNOLOGIES, SANTE","INFORMATIQUE","MOBIQUITE, BASES DE DONNEES ET INTEGRATION DE SYSTEMES (MBDS)","Homme","Scientifique","Alpes-Maritimes","Alpes-Maritimes",TRUE,"internet","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDI",TRUE,TRUE,TRUE,TRUE,"ingénieur ou cadre /cat. A","ingénieur ou cadre /cat. A",TRUE,TRUE,2252,2098,"Employeurs privés","Information et communication","Ingénieur en développement"
2014,"Master",2206061,"SCIENCES, TECHNOLOGIES, SANTE","INFORMATIQUE","MOBIQUITE, BASES DE DONNEES ET INTEGRATION DE SYSTEMES (MBDS)","Homme","Scientifique","Alpes-Maritimes","Alpes-Maritimes",FALSE,"Deuxième diplôme
(double diplôme)","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDI",TRUE,TRUE,TRUE,TRUE,"ingénieur ou cadre /cat. A","ingénieur ou cadre /cat. A",TRUE,TRUE,2252,2098,"Employeurs privés","Information et communication","Ingénieur en développement"
2014,"Master",2215861,"SCIENCES HUMAINES ET SOCIALES","ENSEIGNEMENT, EDUCATION ET FORMATION (EEF)","ENSEIGNEMENT PRIMAIRE ET INTERVENTION EN MILIEU EDUCATIF","Femme","Scientifique",NA,"Alpes-Maritimes",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2216682,"DROIT, ECONOMIE, GESTION","ORGANISATION DES FIRMES ET DES MARCHES, CONNAISSANCE ET INNOVATION","ECONOMIE ET MANAGEMENT DES ORGANISATIONS ET DES RESSOURCES HUMAINES","Femme","Économique et social","Alpes-Maritimes","Alpes-Maritimes",TRUE,"internet","Non Boursier","Non","Non","Non",FALSE,"En emploi","En recherche d'emploi","En emploi","En recherche d'emploi",TRUE,FALSE,"CDI",NA,TRUE,NA,TRUE,NA,NA,"ingénieur ou cadre /cat. A",TRUE,NA,2375,NA,"Employeurs privés","Information et communication","Consultante Project Management Officer"
2014,"Master",2205757,"DROIT, ECONOMIE, GESTION","SCIENCE POLITIQUE","EXPERTISE DU POLITIQUE ET AFFAIRES PUBLIQUES","Femme","Littéraire","Alpes-Maritimes","Alpes-Maritimes",TRUE,"téléphone","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDI",TRUE,TRUE,TRUE,TRUE,"ingénieur ou cadre /cat. A","ingénieur ou cadre /cat. A",TRUE,TRUE,1500,1500,"Fonction Publique","Enseignement","Proffeseur "
2014,"Master",2225253,"ARTS, LETTRES, LANGUES","LETTRES","LETTRES","Femme","Littéraire","Hors PACA","Alpes-Maritimes",TRUE,"internet","Boursier","Dans une autre formation","Dans une autre formation","Non",TRUE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"Fonctionnaire","Fonctionnaire",TRUE,TRUE,TRUE,FALSE,"ingénieur ou cadre /cat. A","ingénieur ou cadre /cat. A",TRUE,TRUE,1900,1200,"Fonction Publique","Enseignement","Professeur certifié"
2014,"Master",2216656,"DROIT, ECONOMIE, GESTION","MANAGEMENT","COMMUNICATION ORGANISATIONNELLE","Homme","Économique et social",NA,"Alpes-Maritimes",TRUE,"téléphone","Non Boursier","Non","Non","Non",FALSE,"En recherche d'emploi","En emploi","En recherche d'emploi","En emploi",FALSE,TRUE,NA,"CDD",NA,FALSE,NA,TRUE,NA,NA,NA,NA,NA,1600,NA,NA,NA
2014,"Master",2205681,"DROIT, ECONOMIE, GESTION","DROIT INTERNATIONAL ET EUROPEEN","GOUVERNANCE ET FINANCEMENT DU DEVELOPPEMENT","Homme","Économique et social",NA,"Alpes-Maritimes",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2216653,"DROIT, ECONOMIE, GESTION","DROIT, ECONOMIE, GESTION-INTERNATIONAL BUSINESS/AFFAIRES INTERNATIONALES","MASTER OF INTERNATIONAL BUSINESS","Homme","Scientifique","Hors PACA","Alpes-Maritimes",TRUE,"téléphone","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDI",TRUE,TRUE,TRUE,TRUE,"ingénieur ou cadre /cat. A","ingénieur ou cadre /cat. A",TRUE,TRUE,2400,1900,"Employeurs privés","Santé humaine et action sociale","Ingénieur technico-commercial "
2014,"Master",2216698,"DROIT, ECONOMIE, GESTION","TOURISME","E-TOURISME","Femme","Scientifique","Alpes-Maritimes","Alpes-Maritimes",TRUE,"internet","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDI",TRUE,TRUE,TRUE,TRUE,"ouvrier ou employé / cat. C","ouvrier ou employé / cat. C",FALSE,FALSE,1500,1500,"Employeurs privés","Commerce, transports, hébergement et restauration","Chargée commercial et communication"
2014,"Master",2210317,"DROIT, ECONOMIE, GESTION","FINANCE COMPTABILITE","COMPTABILITE, CONTROLE, AUDIT","Femme","Scientifique","Alpes-Maritimes","Alpes-Maritimes",TRUE,"téléphone","Non Boursier","Non","Non","Dans une autre formation",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDI",TRUE,TRUE,TRUE,TRUE,"ingénieur ou cadre /cat. A","ingénieur ou cadre /cat. A",TRUE,TRUE,2000,2000,"Employeurs privés","Activités financières et d’assurance","Assitante principale "
2014,"Master",2210326,"DROIT, ECONOMIE, GESTION","DROIT ECONOMIQUE ET DES AFFAIRES","GESTION JURIDIQUE DES RISQUES ET DEVELOPPEMENT DURABLE","Femme","Littéraire",NA,"Alpes-Maritimes",TRUE,"téléphone","Non Boursier","Non","Non","Dans une autre formation",FALSE,"Ne recherche pas d'emploi",NA,"Ne recherche pas d'emploi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2212304,"SCIENCES, TECHNOLOGIES, SANTE","CHIMIE","FORMULATION-QUALITE (FOQUAL)","Femme","Scientifique","Étranger","Alpes-Maritimes",TRUE,"internet","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDI",TRUE,TRUE,TRUE,TRUE,"ingénieur ou cadre /cat. A","ingénieur ou cadre /cat. A",TRUE,TRUE,2400,2100,"Employeurs privés","Industries (manufacturières, extractives et autres)","Coordinateur Product&Process (Validation/Change Control)"
2014,"Master",2216582,"DROIT, ECONOMIE, GESTION","ADMINISTRATION DES ENTREPRISES","ACTION SOCIALE-INTERVENTION,FORMATION ET INTEGRATION","Femme","Littéraire","Alpes-Maritimes","Alpes-Maritimes",TRUE,"téléphone","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDD","CDD",FALSE,FALSE,TRUE,TRUE,"ouvrier ou employé / cat. C","ouvrier ou employé / cat. C",FALSE,FALSE,1200,1200,"Fonction Publique","Santé humaine et action sociale","Secretariat "
2014,"Master",2215539,"ARTS, LETTRES, LANGUES","LETTRES","LETTRES ENSEIGNEMENT","Femme","Littéraire","Alpes-Maritimes","Alpes-Maritimes",TRUE,"téléphone","Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"Fonctionnaire","Fonctionnaire",TRUE,TRUE,TRUE,TRUE,"ingénieur ou cadre /cat. A","ingénieur ou cadre /cat. A",TRUE,TRUE,1729,1429,"Fonction Publique","Enseignement","Professeur de lettres"
2014,"Master",2216884,"SCIENCES, TECHNOLOGIES, SANTE","INGENIERIE DES TECHNOLOGIES BIOMEDICALES","INGENIERIE DES TECHNOLOGIES BIOMEDICALES","Homme","Technique ou technologique",NA,"Alpes-Maritimes",TRUE,"internet","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDD",TRUE,FALSE,TRUE,TRUE,"technicien ou agent de maîtrise / cat. B","technicien ou agent de maîtrise / cat. B",TRUE,TRUE,NA,NA,"Employeurs privés","Industries (manufacturières, extractives et autres)",NA
2014,"Master",2216646,"DROIT, ECONOMIE, GESTION","FINANCE INTERNATIONALE ET ECONOMIE DE LA MONDIALISATION (FIEM)","MANAGEMENT BANCAIRE ET FINANCE INTERNATIONALE","Femme","Économique et social",NA,"Alpes-Maritimes",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2215861,"SCIENCES HUMAINES ET SOCIALES","ENSEIGNEMENT, EDUCATION ET FORMATION (EEF)","ENSEIGNEMENT PRIMAIRE ET INTERVENTION EN MILIEU EDUCATIF","Femme","Technique ou technologique","Alpes-Maritimes","Alpes-Maritimes",TRUE,"téléphone","Non Boursier","Non","Non","Dans une autre formation",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDD","CDD",FALSE,FALSE,TRUE,TRUE,"ingénieur ou cadre /cat. A","ingénieur ou cadre /cat. A",TRUE,TRUE,1380,1200,"Fonction Publique","Enseignement","professeur des écoles "
